Year,Match Name,League Name,Club Name,Coach,Country Name,Manager,Owner,appearances,wins,losts,drawn,Net Worth
2011,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,6,0,2,7674564.00
2011,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,1,1,6,7674564.00
2011,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,2,3,3,7674564.00
2011,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,2,2,4,7674564.00
2011,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,0,5,3,7674564.00
2011,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,4,3,1,7674564.00
2011,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,5,2,1,7674564.00
2011,International,NA,NA,Tobias Melendez,England,NA,NA,8,4,1,3,5476456.00
2011,International,NA,NA,Tobias Melendez,England,NA,NA,8,2,2,4,5476456.00
2011,International,NA,NA,Tobias Melendez,England,NA,NA,8,2,3,3,5476456.00
2011,International,NA,NA,Tobias Melendez,England,NA,NA,8,0,5,3,5476456.00
2011,International,NA,NA,Tobias Melendez,England,NA,NA,8,0,1,7,5476456.00
2011,International,NA,NA,Tobias Melendez,England,NA,NA,8,2,4,2,5476456.00
2011,International,NA,NA,Tobias Melendez,England,NA,NA,8,6,2,0,5476456.00
2011,International,NA,NA,Tobias Melendez,England,NA,NA,8,5,3,0,5476456.00
2011,International,NA,NA,Tobias Melendez,England,NA,NA,8,1,3,4,5476456.00
2011,International,NA,NA,Tobias Melendez,England,NA,NA,8,2,2,4,5476456.00
2011,International,NA,NA,Tobias Melendez,England,NA,NA,8,3,5,0,5476456.00
2011,International,NA,NA,Tobias Melendez,England,NA,NA,8,4,2,2,5476456.00
2011,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,3,3,2,5674577.00
2011,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,6,1,1,5674577.00
2011,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,1,5,2,5674577.00
2011,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,7,0,1,5674577.00
2011,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,7,1,0,5674577.00
2011,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,4,0,4,5674577.00
2011,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,5,2,1,5674577.00
2011,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,4,3,1,5674577.00
2011,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,5,0,3,5674577.00
2011,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,7,1,0,5674577.00
2011,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,6,2,0,5674577.00
2011,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,3,1,4,5674577.00
2011,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,5,2,1,7567455.00
2011,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,3,3,2,7567455.00
2011,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,6,1,1,7567455.00
2011,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,1,5,2,7567455.00
2011,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,3,4,1,7567455.00
2011,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,8,0,0,7567455.00
2011,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,3,5,0,7567455.00
2011,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,7,0,1,7567455.00
2011,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,5,1,2,7567455.00
2011,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,4,1,3,7567455.00
2011,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,4,1,3,7567455.00
2011,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,6,2,0,7567455.00
2011,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,4,2,2,6747456.00
2011,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,7,0,1,6747456.00
2011,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,3,4,1,6747456.00
2011,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,5,2,1,6747456.00
2011,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,6,1,1,6747456.00
2011,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,5,2,1,6747456.00
2011,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,5,3,1,6747456.00
2011,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,5,2,1,6747456.00
2011,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,2,4,2,6747456.00
2011,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,1,1,6,6747456.00
2011,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,6,2,0,6747456.00
2011,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,6,2,0,6747456.00
2011,International,NA,NA,Will Smith,Netherlands,NA,NA,8,3,4,1,7574554.00
2011,International,NA,NA,Will Smith,Netherlands,NA,NA,8,5,1,2,7574554.00
2011,International,NA,NA,Will Smith,Netherlands,NA,NA,8,5,0,3,7574554.00
2011,International,NA,NA,Will Smith,Netherlands,NA,NA,8,6,1,1,7574554.00
2011,International,NA,NA,Will Smith,Netherlands,NA,NA,8,5,0,3,7574554.00
2011,International,NA,NA,Will Smith,Netherlands,NA,NA,8,7,0,1,7574554.00
2011,International,NA,NA,Will Smith,Netherlands,NA,NA,8,5,1,2,7574554.00
2011,International,NA,NA,Will Smith,Netherlands,NA,NA,8,6,1,1,7574554.00
2011,International,NA,NA,Will Smith,Netherlands,NA,NA,8,4,2,2,7574554.00
2011,International,NA,NA,Will Smith,Netherlands,NA,NA,8,3,0,5,7574554.00
2011,International,NA,NA,Will Smith,Netherlands,NA,NA,8,6,2,0,7574554.00
2011,International,NA,NA,Will Smith,Netherlands,NA,NA,8,7,0,1,7574554.00
2011,International,NA,NA,William Price,Portugal,NA,NA,8,5,1,2,7456455.00
2011,International,NA,NA,William Price,Portugal,NA,NA,8,7,1,0,7456455.00
2011,International,NA,NA,William Price,Portugal,NA,NA,8,4,3,1,7456455.00
2011,International,NA,NA,William Price,Portugal,NA,NA,8,3,4,1,7456455.00
2011,International,NA,NA,William Price,Portugal,NA,NA,8,5,3,0,7456455.00
2011,International,NA,NA,William Price,Portugal,NA,NA,8,5,1,2,7456455.00
2011,International,NA,NA,William Price,Portugal,NA,NA,8,2,1,5,7456455.00
2011,International,NA,NA,William Price,Portugal,NA,NA,8,5,2,1,7456455.00
2011,International,NA,NA,William Price,Portugal,NA,NA,8,3,1,4,7456455.00
2011,International,NA,NA,William Price,Portugal,NA,NA,8,5,2,1,7456455.00
2011,International,NA,NA,William Price,Portugal,NA,NA,8,5,1,2,7456455.00
2011,International,NA,NA,William Price,Portugal,NA,NA,8,4,4,0,7456455.00
2011,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,5,2,1,5345634.00
2011,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,6,0,2,5345634.00
2011,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,2,3,3,5345634.00
2011,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,4,1,3,5345634.00
2011,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,4,0,4,5345634.00
2011,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,4,4,0,5345634.00
2011,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,1,3,4,5345634.00
2011,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,5,3,0,5345634.00
2011,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,7,1,0,5345634.00
2011,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,6,0,2,5345634.00
2011,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,3,1,4,5345634.00
2011,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,0,0,8,5345634.00
2012,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,7,0,1,5674575.00
2012,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,6,1,1,5674575.00
2012,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,5,1,2,5674575.00
2012,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,2,4,2,5674575.00
2012,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,1,5,2,5674575.00
2012,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,0,3,5,5674575.00
2012,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,0,8,0,5674575.00
2012,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,3,2,3,5674575.00
2012,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,2,6,0,5674575.00
2012,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,3,2,3,5674575.00
2012,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,5,1,2,5674575.00
2012,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,5,2,1,5674575.00
2012,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,1,0,7,7657455.00
2012,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,5,2,1,7657455.00
2012,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,7,0,1,7657455.00
2012,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,2,2,4,7657455.00
2012,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,4,2,2,7657455.00
2012,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,2,2,4,7657455.00
2012,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,4,2,2,7657455.00
2012,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,4,2,2,7657455.00
2012,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,7,0,1,7657455.00
2012,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,0,7,1,7657455.00
2012,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,3,2,3,7657455.00
2012,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,3,0,5,7657455.00
2012,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,2,4,2,7456454.00
2012,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,5,3,0,7456454.00
2012,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,5,0,3,7456454.00
2012,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,4,2,2,7456454.00
2012,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,4,2,2,7456454.00
2012,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,1,3,4,7456454.00
2012,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,7,1,0,7456454.00
2012,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,4,2,2,7456454.00
2012,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,4,2,2,7456454.00
2012,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,4,1,3,7456454.00
2012,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,4,3,1,7456454.00
2012,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,7,0,1,7456454.00
2012,International,NA,NA,Tobias Melendez,England,NA,NA,8,5,3,0,7457655.00
2012,International,NA,NA,Tobias Melendez,England,NA,NA,8,3,2,3,7457655.00
2012,International,NA,NA,Tobias Melendez,England,NA,NA,8,7,0,1,7457655.00
2012,International,NA,NA,Tobias Melendez,England,NA,NA,8,4,1,3,7457655.00
2012,International,NA,NA,Tobias Melendez,England,NA,NA,8,8,0,0,7457655.00
2012,International,NA,NA,Tobias Melendez,England,NA,NA,8,4,3,1,7457655.00
2012,International,NA,NA,Tobias Melendez,England,NA,NA,8,4,2,2,7457655.00
2012,International,NA,NA,Tobias Melendez,England,NA,NA,8,6,2,0,7457655.00
2012,International,NA,NA,Tobias Melendez,England,NA,NA,8,6,0,2,7457655.00
2012,International,NA,NA,Tobias Melendez,England,NA,NA,8,2,3,3,7457655.00
2012,International,NA,NA,Tobias Melendez,England,NA,NA,8,4,0,4,7457655.00
2012,International,NA,NA,Tobias Melendez,England,NA,NA,8,2,2,4,7457655.00
2012,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,5,1,2,5476456.00
2012,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,3,1,4,5476456.00
2012,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,2,6,0,5476456.00
2012,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,3,5,0,5476456.00
2012,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,7,0,1,5476456.00
2012,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,4,2,2,5476456.00
2012,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,3,2,3,5476456.00
2012,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,3,3,2,5476456.00
2012,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,5,0,3,5476456.00
2012,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,4,4,0,5476456.00
2012,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,6,2,0,5476456.00
2012,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,5,0,3,5476456.00
2012,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,6,1,1,6456456.00
2012,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,2,1,5,6456456.00
2012,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,8,0,0,6456456.00
2012,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,5,2,1,6456456.00
2012,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,7,1,0,6456456.00
2012,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,6,1,1,6456456.00
2012,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,1,1,6,6456456.00
2012,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,0,4,4,6456456.00
2012,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,0,5,3,6456456.00
2012,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,5,1,2,6456456.00
2012,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,6,1,1,6456456.00
2012,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,1,1,6,6456456.00
2012,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,4,1,3,5674565.00
2012,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,5,0,3,5674565.00
2012,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,3,3,2,5674565.00
2012,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,4,2,2,5674565.00
2012,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,6,2,0,5674565.00
2012,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,3,2,2,5674565.00
2012,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,4,2,2,5674565.00
2012,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,7,0,1,5674565.00
2012,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,4,3,1,5674565.00
2012,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,5,3,0,5674565.00
2012,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,3,3,2,5674565.00
2012,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,4,3,1,5674565.00
2012,International,NA,NA,Will Smith,Netherlands,NA,NA,8,8,0,0,8768566.00
2012,International,NA,NA,Will Smith,Netherlands,NA,NA,8,5,1,2,8768566.00
2012,International,NA,NA,Will Smith,Netherlands,NA,NA,8,2,2,4,8768566.00
2012,International,NA,NA,Will Smith,Netherlands,NA,NA,8,3,1,4,8768566.00
2012,International,NA,NA,Will Smith,Netherlands,NA,NA,8,6,0,2,8768566.00
2012,International,NA,NA,Will Smith,Netherlands,NA,NA,8,1,2,5,8768566.00
2012,International,NA,NA,Will Smith,Netherlands,NA,NA,8,4,2,2,8768566.00
2012,International,NA,NA,Will Smith,Netherlands,NA,NA,8,4,2,2,8768566.00
2012,International,NA,NA,Will Smith,Netherlands,NA,NA,8,3,1,4,8768566.00
2012,International,NA,NA,Will Smith,Netherlands,NA,NA,8,4,4,0,8768566.00
2012,International,NA,NA,Will Smith,Netherlands,NA,NA,8,5,2,1,8768566.00
2012,International,NA,NA,Will Smith,Netherlands,NA,NA,8,5,2,1,8768566.00
2012,International,NA,NA,William Price,Portugal,NA,NA,8,1,5,2,7567455.00
2012,International,NA,NA,William Price,Portugal,NA,NA,8,4,3,1,7567455.00
2012,International,NA,NA,William Price,Portugal,NA,NA,8,5,2,1,7567455.00
2012,International,NA,NA,William Price,Portugal,NA,NA,8,3,1,4,7567455.00
2012,International,NA,NA,William Price,Portugal,NA,NA,8,5,1,2,7567455.00
2012,International,NA,NA,William Price,Portugal,NA,NA,8,2,4,2,7567455.00
2012,International,NA,NA,William Price,Portugal,NA,NA,8,1,3,4,7567455.00
2012,International,NA,NA,William Price,Portugal,NA,NA,8,5,2,1,7567455.00
2012,International,NA,NA,William Price,Portugal,NA,NA,8,2,0,6,7567455.00
2012,International,NA,NA,William Price,Portugal,NA,NA,8,5,3,0,7567455.00
2012,International,NA,NA,William Price,Portugal,NA,NA,8,5,2,1,7567455.00
2012,International,NA,NA,William Price,Portugal,NA,NA,8,5,2,1,7567455.00
2012,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,4,2,2,7845675.00
2012,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,6,1,1,7845675.00
2012,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,4,0,4,7845675.00
2012,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,1,5,2,7845675.00
2012,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,5,1,2,7845675.00
2012,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,7,0,1,7845675.00
2012,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,6,2,0,7845675.00
2012,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,4,2,2,7845675.00
2012,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,7,0,1,7845675.00
2012,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,5,1,2,7845675.00
2012,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,3,3,2,7845675.00
2012,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,7,0,1,7845675.00
2010,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,4,2,2,756745.00
2010,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,0,7,1,756745.00
2010,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,2,4,2,756745.00
2010,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,7,1,0,756745.00
2010,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,5,0,3,756745.00
2010,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,7,0,1,756745.00
2010,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,6,1,1,756745.00
2010,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,1,2,5,756745.00
2010,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,7,1,0,756745.00
2010,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,5,1,2,756745.00
2010,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,4,2,2,756745.00
2010,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,2,5,1,756745.00
2011,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,6,2,0,634633.00
2011,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,2,3,3,634633.00
2011,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,0,6,2,634633.00
2011,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,0,6,2,634633.00
2011,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,7,0,1,634633.00
2011,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,4,2,2,634633.00
2011,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,0,4,4,634633.00
2011,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,2,3,3,634633.00
2011,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,6,2,0,634633.00
2011,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,3,1,4,634633.00
2011,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,6,2,0,634633.00
2011,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,1,4,3,634633.00
2012,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,3,4,1,578674.00
2012,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,3,1,4,578674.00
2012,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,8,0,0,578674.00
2012,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,3,3,2,578674.00
2012,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,1,6,1,578674.00
2012,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,3,3,2,578674.00
2012,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,7,0,1,578674.00
2012,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,5,2,1,578674.00
2012,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,4,4,0,578674.00
2012,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,4,3,1,578674.00
2012,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,1,3,4,578674.00
2012,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,0,3,5,578674.00
2010,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,1,7,0,576456.00
2010,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,3,2,3,576456.00
2010,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,2,4,2,576456.00
2010,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,5,2,1,576456.00
2010,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,5,1,2,576456.00
2010,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,2,5,1,576456.00
2010,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,5,3,0,576456.00
2010,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,5,0,3,576456.00
2010,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,3,4,1,576456.00
2010,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,1,6,1,576456.00
2010,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,5,3,0,576456.00
2010,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,5,3,0,576456.00
2011,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,1,5,2,756745.00
2011,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,0,4,4,756745.00
2011,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,7,1,0,756745.00
2011,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,0,2,6,756745.00
2011,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,6,0,2,756745.00
2011,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,5,2,1,756745.00
2011,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,5,2,1,756745.00
2011,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,3,2,3,756745.00
2011,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,5,0,3,756745.00
2011,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,1,3,4,756745.00
2011,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,0,5,3,756745.00
2011,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,7,1,0,756745.00
2012,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,5,1,2,457457.00
2012,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,1,0,7,457457.00
2012,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,7,1,0,457457.00
2012,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,2,3,3,457457.00
2012,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,1,4,3,457457.00
2012,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,7,0,1,457457.00
2012,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,1,3,4,457457.00
2012,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,1,2,5,457457.00
2012,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,7,1,0,457457.00
2012,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,3,3,2,457457.00
2012,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,3,3,2,457457.00
2012,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,0,3,5,457457.00
2010,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,4,1,3,456354.00
2010,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,6,1,1,456354.00
2010,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,1,3,4,456354.00
2010,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,4,3,1,456354.00
2010,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,2,5,1,456354.00
2010,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,1,6,1,456354.00
2010,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,7,1,0,456354.00
2010,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,6,2,0,456354.00
2010,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,1,4,3,456354.00
2010,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,6,1,2,456354.00
2010,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,8,0,0,456354.00
2010,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,3,2,3,456354.00
2011,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,0,2,6,756734.00
2011,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,7,0,1,756734.00
2011,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,2,3,3,756734.00
2011,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,6,0,2,756734.00
